0,0,0,0,0,5
0,2,0,0,0,5
0,0,0,0,0,4
0,1,0,0,0,4
1,0,0,0,5,4
0,0,0,0,0,5
0,0,0,0,10,5
0,0,0,0,0,4
1,0,0,0,0,5
0,0,0,0,0,4
0,1,0,0,0,5
0,0,0,0,0,5
0,1,0,0,5,5
0,2,0,0,5,5
0,0,0,0,0,5
0,1,0,0,0,5
0,0,0,0,0,4
1,0,0,0,0,5
1,0,0,0,0,5
0,0,0,0,0,4
0,0,0,0,10,5
1,0,0,0,5,4
0,0,0,0,5,4
0,0,0,0,0,5
0,0,0,0,0,5
0,1,0,0,5,5
2,0,0,0,5,5
2,0,0,0,0,4
2,0,0,0,0,5
0,0,0,0,0,4
0,1,0,0,0,5
0,1,0,0,0,4
0,2,0,0,0,5
0,0,0,0,0,4
0,1,0,0,0,5
0,1,0,0,0,5
2,0,0,0,5,4
0,0,0,0,0,4
2,0,0,0,5,4
0,0,0,0,0,4
0,2,0,0,0,5
1,0,0,0,0,5
0,1,0,0,0,5
0,0,0,0,5,5
0,0,0,1,5,5
0,0,0,0,5,4
1,0,0,0,0,4
0,0,0,0,10,5
0,0,0,0,10,5
2,0,0,0,5,5
1,0,0,0,0,4
0,0,0,0,0,5
0,1,0,0,0,5
0,0,0,0,5,4
0,0,0,0,5,4
0,1,0,0,0,5
1,0,0,0,0,5
0,0,0,0,0,4
0,0,0,0,0,4
0,0,0,0,0,5
0,0,0,0,5,5
1,0,0,0,0,4
1,0,0,0,0,4
1,0,0,0,5,4
0,0,0,0,0,4
0,0,0,0,0,4
0,0,0,0,5,4
0,0,0,0,0,4
0,0,0,0,0,5
1,0,0,0,5,5
0,0,0,0,0,4
1,0,0,0,0,4
1,0,0,0,5,4
0,0,0,0,0,5
0,2,0,0,5,5
0,0,0,0,0,5
0,1,0,0,0,5
0,0,0,0,5,4
0,0,0,0,0,4
1,0,0,0,15,5
0,0,0,0,0,4
0,0,0,0,0,4
0,2,0,0,0,5
0,0,0,0,5,5
2,0,0,0,0,5
0,0,0,0,0,5
1,0,0,0,0,4
0,0,0,0,5,4
0,1,0,0,5,5
0,0,0,0,0,4
0,0,0,0,0,5
0,1,0,0,10,5
0,0,0,0,0,5
0,0,0,0,10,4
1,0,0,0,5,5
0,0,0,0,0,5
0,0,0,0,5,5
1,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,5,4
0,0,0,0,0,4
0,0,0,0,0,5
0,0,0,0,5,5
1,0,0,0,0,5
0,0,0,0,0,5
2,0,0,0,5,5
0,2,0,0,0,5
